Rank,College Name,Location,Median SAT,Median ACT,Est. price 2019-20 without aid,Est. price 2019-20 with avg. grant,% of students who get any grants,Average student debt,Early career earnings
445,Mississippi State University,Mississippi State. MS,NA,25,25.500,17.100,0.8,23.000,50.000
446,Quinnipiac University,Hamden. CT,1170,25,66.600,41.300,0.86,26.000,54.600
447,University of Maine,Orono. ME,1150,25,25.300,18.700,0.76,26.000,50.800
448,Jefferson (Philadelphia University + Thomas Jefferson University),Philadelphia. PA,1120,24,60.500,30.400,0.86,27.000,47.800
449,Augustana University,Sioux Falls. SD,1180,26,47.500,20.200,0.95,26.860,46.600
450,Point Loma Nazarene University,San Diego. CA,1200,26,52.100,33.500,0.82,22.880,51.000
451,University of South Carolina-Columbia,Columbia. SC,1250,28,28.300,21.600,0.72,23.000,49.000
452,Seattle Pacific University,Seattle. WA,1170,24,59.000,33.200,0.95,26.160,51.500
453,Westminster College - Utah,Salt Lake City. UT,1160,25,49.900,25.200,0.9,25.000,50.700
454,Immaculata University,Immaculata. PA,1060,20,48.000,33.500,0.68,27.000,49.800
454,Westmont College,Santa Barbara. CA,1260,27,63.600,34.900,0.94,23.250,52.400
456,American University,Washington. DC,1270,28,67.100,34.900,0.55,23.250,53.700
457,Saint Francis University,Loretto. PA,1130,24,54.300,29.300,0.7,27.000,45.600
458,The College of Saint Rose,Albany. NY,NA,NA,49.400,23.900,0.95,23.250,43.100
458,University of Wisconsin-River Falls,River Falls. WI,NA,23,20.800,15.000,0.52,21.680,46.400
460,Ball State University,Muncie. IN,1160,22,25.400,14.400,0.66,24.510,44.500
461,University of Hawaii at Manoa,Honolulu. HI,1150,24,30.800,16.500,0.6,19.000,50.100
462,University of South Dakota,Vermillion. SD,1120,23,23.300,17.800,0.55,25.000,46.900
463,Concordia University-Nebraska,Seward. NE,1010,24,44.400,21.600,0.66,24.780,40.500
464,Moravian College,Bethlehem. PA,1110,24,60.400,30.100,0.94,27.000,51.100
465,University of North Georgia,Dahlonega. GA,1020,23,20.600,10.800,0.63,17.500,45.700
466,University of South Carolina-Upstate,Spartanburg. SC,1010,20,26.000,15.700,0.67,21.600,45.300
467,University of Minnesota-Morris,Morris. MN,1270,25,25.000,12.200,0.89,19.300,44.500
468,MidAmerica Nazarene University,Olathe. KS,1060,21,43.900,21.100,0.73,18.750,47.400
469,Notre Dame de Namur University,Belmont. CA,1010,19,56.800,30.100,0.8,25.000,54.800
469,University of Missouri - Columbia,Columbia. MO,1240,26,27.800,19.000,0.59,22.000,50.800
471,Milligan College,Milligan College. TN,1110,25,44.300,21.900,0.91,25.130,40.200
472,Bethel College-Indiana,Mishawaka. IN,1060,22,42.500,20.600,0.85,26.000,41.900
473,SUNY at Purchase College,Purchase. NY,1110,23,27.500,19.400,0.6,21.880,48.100
474,Rider University,Lawrenceville. NJ,1090,23,62.400,32.100,0.89,25.830,50.200
474,Ripon College,Ripon. WI,1150,23,54.700,21.500,0.99,27.000,44.500
476,Bard College,Annandale-On-Hudson. NY,NA,NA,73.700,31.400,0.67,25.140,51.000
477,Ohio Wesleyan University,Delaware. OH,NA,NA,63.000,29.900,0.98,27.000,48.800
478,Vanguard University of Southern California,Costa Mesa. CA,1030,21,48.900,23.100,0.9,25.000,47.200
479,Washington & Jefferson College,Washington. PA,NA,NA,62.800,30.600,0.99,27.000,48.300
479,Biola University,La Mirada. CA,1180,25,56.900,35.400,0.99,24.190,48.700
481,Calvin College,Grand Rapids. MI,1220,27,48.900,28.100,0.94,26.890,49.000
481,Aurora University,Aurora. IL,1040,21,38.700,19.100,0.89,22.000,45.600
483,SUNY College of Technology at Alfred,Alfred. NY,1040,22,26.000,16.300,0.78,15.000,50.400
484,Lycoming College,Williamsport. PA,1090,23,56.300,21.400,0.99,27.000,46.200
484,Central College,Pella. IA,1090,24,52.800,24.400,0.94,27.000,48.200
486,Christopher Newport University,Newport News. VA,NA,NA,31.000,24.300,0.53,25.000,49.600
486,University of North Carolina Wilmington,Wilmington. NC,1250,25,25.700,18.000,0.5,20.500,45.300
488,The Evergreen State College,Olympia. WA,1080,23,22.300,13.200,0.65,17.120,46.200
489,King's College,Wilkes-Barre. PA,NA,NA,54.300,28.400,0.87,27.000,46.000
490,SUNY Polytechnic Institute,Utica. NY,1150,24,24.900,15.400,0.7,15.090,50.500
491,Pacific University,Forest Grove. OR,1170,25,60.000,31.500,0.92,27.000,48.600
492,DeSales University,Center Valley. PA,1120,25,54.700,29.900,0.8,25.330,48.800
493,West Virginia University,Morgantown. WV,1120,24,23.500,12.300,0.67,23.690,52.900
494,Fisher College,Boston. MA,NA,NA,53.800,26.900,0.88,20.000,43.800
495,Texas State University,San Marcos. TX,1110,23,23.600,14.500,0.51,20.780,48.600
496,Carroll College,Helena. MT,1180,25,50.700,28.400,0.97,26.580,46.100
496,Buena Vista University,Storm Lake. IA,1070,22,47.600,21.400,0.85,24.750,41.200
498,University of North Florida,Jacksonville. FL,1190,24,22.200,14.400,0.54,15.950,47.500
498,Union University,Jackson. TN,1200,26,54.100,26.900,0.78,23.590,46.200
500,Old Dominion University,Norfolk. VA,1090,22,26.700,16.200,0.57,23.750,48.900
501,University of Arkansas,Fayetteville. AR,1200,26,26.000,17.000,0.56,21.500,51.400
502,Grand Valley State University,Allendale. MI,1140,24,25.300,17.300,0.64,24.840,46.200
503,Saint Edward's University,Austin. TX,1170,25,61.300,27.400,0.84,25.000,47.500
504,University of Illinois at Springfield,Springfield. IL,1150,24,26.200,12.900,0.64,18.490,45.900
505,Whitworth University,Spokane. WA,1200,26,60.400,31.300,0.91,26.000,48.500
506,Simpson College,Indianola. IA,1150,24,52.400,24.000,0.94,27.000,48.300
507,Austin College,Sherman. TX,1260,26,56.200,23.400,0.99,26.000,50.600
508,Lakeland University,Plymouth. WI,1180,19,43.000,21.900,0.53,24.320,46.600
509,University of North Carolina at Greensboro,Greensboro. NC,1110,23,21.600,11.200,0.61,22.550,43.300
510,University of North Carolina at Charlotte,Charlotte. NC,1190,24,24.700,15.800,0.51,22.500,51.500
511,Gallaudet University,Washington. DC,960,17,38.800,16.300,0.88,15.000,40.600
512,Felician University,Lodi. NJ,990,20,52.900,20.500,0.85,25.000,52.100
513,Pacific Lutheran University,Tacoma. WA,1160,24,57.200,26.200,0.96,25.850,52.300
514,George Fox University,Newberg. OR,1160,24,51.100,31.000,0.88,23.000,51.100
515,Baylor University,Waco. TX,1280,29,62.900,40.300,0.91,24.000,53.900
516,Plymouth State University,Plymouth. NH,NA,NA,29.600,23.500,0.82,26.980,46.100
517,University of Maine at Farmington,Farmington. ME,NA,NA,23.500,14.500,0.85,26.720,41.200
518,Cazenovia College,Cazenovia. NY,NA,NA,52.400,18.800,0.88,26.500,38.200
519,Daemen College,Amherst. NY,NA,NA,45.100,18.300,0.93,21.500,44.700
520,Harding University,Searcy. AR,1170,25,31.300,20.600,0.86,27.000,48.200
520,University of Nevada-Reno,Reno. NV,1170,24,25.300,17.300,0.62,18.280,51.700
522,Pitzer College,Claremont. CA,NA,NA,73.600,28.800,0.43,14.040,51.000
523,Willamette University,Salem. OR,NA,NA,65.000,35.300,0.92,26.370,49.900
524,University of Mississippi,University. MS,1180,26,25.900,15.200,0.7,19.500,47.800
525,Caldwell University,Caldwell. NJ,1040,20,52.400,19.100,0.93,26.400,45.200
526,Butler University,Indianapolis. IN,1240,28,59.300,40.600,0.91,27.000,50.000
527,North Central College,Naperville. IL,1190,25,53.500,26.700,0.95,25.000,49.200
528,University of North Texas,Denton. TX,1160,24,25.000,12.900,0.46,20.000,48.800
529,Thomas College,Waterville. ME,NA,NA,41.500,23.100,0.68,27.000,46.800
530,Carroll University,Waukesha. WI,1090,24,46.100,25.100,0.94,27.000,44.500
531,Hood College,Frederick. MD,NA,NA,57.300,26.000,0.94,27.000,46.500
532,Covenant College,Lookout Mountain. GA,1240,27,48.000,24.900,0.96,22.200,43.700
533,Chapman University,Orange. CA,1280,28,72.600,42.800,0.78,21.000,51.900
534,Montana State University,Bozeman. MT,1200,25,22.100,16.500,0.45,23.510,52.400
535,Carlow University,Pittsburgh. PA,970,22,45.100,19.000,0.85,27.000,42.700
535,University of Wisconsin-Green Bay,Green Bay. WI,NA,23,20.200,13.300,0.44,21.240,43.400
537,University of North Carolina at Asheville,Asheville. NC,1170,25,20.800,13.100,0.56,20.120,43.100
538,Maryville University of Saint Louis,Saint Louis. MO,1120,24,48.100,33.000,0.82,24.540,46.500
539,Oberlin College,Oberlin. OH,1370,31,74.500,42.500,0.85,27.000,51.400
539,Wayne State College,Wayne. NE,NA,NA,19.200,13.500,0.73,19.920,40.000
541,University of Denver,Denver. CO,1260,28,68.300,37.500,0.81,23.800,54.000
542,Eastern Connecticut State University,Willimantic. CT,NA,NA,28.200,18.900,0.61,23.500,48.300
543,University of New England,Biddeford. ME,1120,24,56.700,35.400,0.54,27.000,49.900
544,Sarah Lawrence College,Bronxville. NY,1330,29,73.400,42.000,0.77,14.000,49.700
545,Whitman College,Walla Walla. WA,1260,30,67.400,40.700,0.77,19.000,52.200
546,University of Northwestern-St Paul,Saint Paul. MN,1100,24,45.300,26.200,0.6,21.590,44.300
547,Saint Ambrose University,Davenport. IA,NA,24,46.800,26.600,0.92,25.500,45.800
548,Indiana Wesleyan University-Marion,Marion. IN,1120,24,39.400,21.400,0.82,23.960,46.500
549,St Bonaventure University,Saint Bonaventure. NY,1120,24,49.400,23.900,0.98,27.000,46.200
550,Bellarmine University,Louisville. KY,1130,25,61.900,26.400,0.93,25.000,47.600
551,University of Kentucky,Lexington. KY,1210,25,30.800,20.700,0.8,23.000,50.500
552,Dominican College of Blauvelt,Orangeburg. NY,980,20,47.600,21.300,0.89,25.500,50.400
553,Samford University,Birmingham. AL,1180,26,48.500,32.000,0.9,20.700,47.300
554,Keuka College,Keuka Park. NY,1060,22,49.600,26.900,0.85,25.000,44.600
554,Azusa Pacific University,Azusa. CA,1110,24,54.700,30.700,0.93,23.090,49.000
554,The College of Wooster,Wooster. OH,1270,27,64.700,30.900,0.95,26.000,47.800
557,New College of Florida,Sarasota. FL,1290,28,21.600,13.600,0.98,15.430,45.800
558,North Park University,Chicago. IL,1100,22,43.300,22.000,0.93,25.620,45.100
559,Northern Arizona University,Flagstaff. AZ,NA,NA,28.100,15.900,0.67,19.500,48.600
560,Emerson College,Boston. MA,1280,28,68.200,44.900,0.6,23.250,48.400
561,Wisconsin Lutheran College,Milwaukee. WI,1140,23,43.900,22.800,0.91,24.230,45.400
562,Eastern Mennonite University,Harrisonburg. VA,1080,24,51.800,25.600,0.74,21.700,44.300
563,Utica College,Utica. NY,NA,NA,36.200,22.600,0.71,23.500,46.800
563,Northern State University,Aberdeen. SD,1050,22,22.300,15.500,0.38,25.250,42.200
563,University of Tulsa,Tulsa. OK,1300,29,62.100,26.800,0.89,26.000,58.500
566,University of Saint Francis-Fort Wayne,Fort Wayne. IN,1050,22,44.000,19.400,0.89,26.000,44.900
567,Bowie State University,Bowie. MD,950,18,23.700,14.000,0.63,24.000,49.500
567,University of Dallas,Irving. TX,1260,28,57.300,28.500,0.96,26.440,51.300
569,The College of Idaho,Caldwell. ID,NA,NA,43.200,23.800,0.93,25.670,43.800
570,Robert Morris University Illinois,Chicago. IL,NA,NA,47.300,22.200,0.96,24.330,43.800
571,Northland College,Ashland. WI,NA,NA,49.600,21.900,0.95,26.000,39.300
572,Concordia College-New York,Bronxville. NY,1040,21,48.300,19.500,0.73,25.000,48.600
573,Vaughn College of Aeronautics & Technology,Flushing. NY,NA,NA,49.900,33.300,0.69,23.380,52.500
573,Chatham University,Pittsburgh. PA,NA,NA,53.200,27.200,0.76,19.450,41.400
575,Springfield College,Springfield. MA,1120,27,55.100,30.400,0.96,25.000,43.100
576,Emmanuel College,Boston. MA,1170,27,59.300,33.600,0.92,27.000,48.600
577,Nebraska Wesleyan University,Lincoln. NE,1170,25,48.600,26.000,0.88,24.490,45.000
578,Converse College,Spartanburg. SC,1070,23,35.700,20.500,0.81,26.540,38.000
578,Unity College,Unity. ME,NA,NA,42.400,27.000,0.95,27.000,38.200
580,Walla Walla University,College Place. WA,NA,NA,39.200,25.600,0.89,27.000,52.500
581,Western Carolina University,Cullowhee. NC,1110,22,22.400,15.400,0.68,22.500,44.000
582,Olivet Nazarene University,Bourbonnais. IL,1130,23,48.600,22.500,0.93,25.000,48.100
583,Goucher College,Baltimore. MD,NA,NA,62.500,31.700,0.96,26.000,48.500
584,Shippensburg University of Pennsylvania,Shippensburg. PA,1050,20,29.500,20.800,0.58,25.250,48.000
585,Lewis & Clark College,Portland. OR,1300,29,64.800,38.300,0.87,24.140,47.400
585,Transylvania University,Lexington. KY,NA,NA,52.800,28.200,0.98,27.000,47.000
587,Geneva College,Beaver Falls. PA,1100,23,39.700,21.400,0.93,24.850,46.400
588,University of Michigan-Dearborn,Dearborn. MI,1180,25,39.100,10.300,0.66,24.750,54.400
589,Benedictine College,Atchison. KS,NA,25,45.600,26.400,0.86,27.000,47.400
589,Southern New Hampshire University,Manchester. NH,NA,NA,52.700,42.300,0.5,18.350,47.400
591,Cornell College,Mount Vernon. IA,1220,26,58.400,28.800,0.99,27.000,48.900
592,University of Puget Sound,Tacoma. WA,NA,NA,66.300,42.800,0.99,26.700,52.900
593,Missouri State University-Springfield,Springfield. MO,1130,24,22.000,16.200,0.52,22.420,44.400
594,Ouachita Baptist University,Arkadelphia. AR,1140,25,39.300,19.100,0.97,21.500,42.700
